#show log messages | last 200 | no-more

Nov  2 14:30:00 vMX-NAPALM newsyslog[12191]: logfile turned over due to size>1024K
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_ifd_setup() MQCHIP(0) not initialized
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 PFE: pfe_ifd_chip_setup() xm/mqchip_ifd_setup failed for ifd ge-0/0/3. Ingress queueing 0
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_bind_scheduler_map_stream:2774): Unable to bind cos scheduler from physical interface 140
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS(cos_final_scheduler_bind_add_action:992): Platform failed to bind scheduler map 2 to element.cos_element_type 2 index 140)
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_unbind_scheduler_map:4098): Unable to unbind cos scheduler from physical interface 140
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_ifd_setup_stream:765): cos_halp_ifd_setup_stream() bailing out, no centre chip for ge-0/0/4
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_ifd_setup() MQCHIP(0) not initialized
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 PFE: pfe_ifd_chip_setup() xm/mqchip_ifd_setup failed for ifd ge-0/0/4. Ingress queueing 0
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_bind_scheduler_map_stream:2774): Unable to bind cos scheduler from physical interface 141
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS(cos_final_scheduler_bind_add_action:992): Platform failed to bind scheduler map 2 to element.cos_element_type 2 index 141)
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_unbind_scheduler_map:4098): Unable to unbind cos scheduler from physical interface 141
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_ifd_setup_stream:765): cos_halp_ifd_setup_stream() bailing out, no centre chip for ge-0/0/5
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_ifd_setup() MQCHIP(0) not initialized
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 PFE: pfe_ifd_chip_setup() xm/mqchip_ifd_setup failed for ifd ge-0/0/5. Ingress queueing 0
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_bind_scheduler_map_stream:2774): Unable to bind cos scheduler from physical interface 142
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS(cos_final_scheduler_bind_add_action:992): Platform failed to bind scheduler map 2 to element.cos_element_type 2 index 142)
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_unbind_scheduler_map:4098): Unable to unbind cos scheduler from physical interface 142
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_ifd_setup_stream:765): cos_halp_ifd_setup_stream() bailing out, no centre chip for ge-0/0/6
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_ifd_setup() MQCHIP(0) not initialized
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 PFE: pfe_ifd_chip_setup() xm/mqchip_ifd_setup failed for ifd ge-0/0/6. Ingress queueing 0
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_bind_scheduler_map_stream:2774): Unable to bind cos scheduler from physical interface 143
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS(cos_final_scheduler_bind_add_action:992): Platform failed to bind scheduler map 2 to element.cos_element_type 2 index 143)
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_unbind_scheduler_map:4098): Unable to unbind cos scheduler from physical interface 143
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_ifd_setup_stream:765): cos_halp_ifd_setup_stream() bailing out, no centre chip for ge-0/0/7
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_ifd_setup() MQCHIP(0) not initialized
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 PFE: pfe_ifd_chip_setup() xm/mqchip_ifd_setup failed for ifd ge-0/0/7. Ingress queueing 0
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_bind_scheduler_map_stream:2774): Unable to bind cos scheduler from physical interface 144
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS(cos_final_scheduler_bind_add_action:992): Platform failed to bind scheduler map 2 to element.cos_element_type 2 index 144)
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_unbind_scheduler_map:4098): Unable to unbind cos scheduler from physical interface 144
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_ifd_setup_stream:765): cos_halp_ifd_setup_stream() bailing out, no centre chip for ge-0/0/8
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_ifd_setup() MQCHIP(0) not initialized
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 PFE: pfe_ifd_chip_setup() xm/mqchip_ifd_setup failed for ifd ge-0/0/8. Ingress queueing 0
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_bind_scheduler_map_stream:2774): Unable to bind cos scheduler from physical interface 145
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS(cos_final_scheduler_bind_add_action:992): Platform failed to bind scheduler map 2 to element.cos_element_type 2 index 145)
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_unbind_scheduler_map:4098): Unable to unbind cos scheduler from physical interface 145
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_ifd_setup_stream:765): cos_halp_ifd_setup_stream() bailing out, no centre chip for ge-0/0/9
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_ifd_setup() MQCHIP(0) not initialized
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 PFE: pfe_ifd_chip_setup() xm/mqchip_ifd_setup failed for ifd ge-0/0/9. Ingress queueing 0
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_bind_scheduler_map_stream:2774): Unable to bind cos scheduler from physical interface 146
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS(cos_final_scheduler_bind_add_action:992): Platform failed to bind scheduler map 2 to element.cos_element_type 2 index 146)
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 COS_HALP(cos_halp_unbind_scheduler_map:4098): Unable to unbind cos scheduler from physical interface 146
Nov  7 11:20:44  vMX-NAPALM i386_junos[2885]: fpc0 mqchip_enable_ostream() MQCHIP(0) not initialized
Nov  7 11:20:46  vMX-NAPALM last message repeated 34 times
Nov  7 11:21:37  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:21:37  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:22:10  vMX-NAPALM login: Login attempt for user lab from host [unknown]
Nov  7 11:22:11  vMX-NAPALM login[2578]: LOGIN_INFORMATION: User lab logged in from host [unknown] on device ttyd0
Nov  7 11:22:41  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:22:41  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:23:20  vMX-NAPALM sshd[2922]: Accepted password for napalm from 192.168.223.1 port 60135 ssh2
Nov  7 11:23:20  vMX-NAPALM sshd[2922]: subsystem request for netconf by user napalm
Nov  7 11:23:20  vMX-NAPALM sshd[2922]: subsystem request for netconf failed, subsystem not found
Nov  7 11:23:22  vMX-NAPALM file[2924]: UI_COMMIT: User 'napalm' requested 'commit' operation (comment: none)
Nov  7 11:23:22  vMX-NAPALM ffp[2931]: "dynamic-profiles": Profiles are being modified
Nov  7 11:23:23  vMX-NAPALM chassisd[3016]: CHASSISD_FILE_OPEN: File open: /dev/acb, error: 2 -- No such file or directory
Nov  7 11:23:23  vMX-NAPALM chassisd[3016]: CHASSISD_FILE_OPEN: File open: /dev/acb, error: 2 -- No such file or directory
Nov  7 11:23:23  vMX-NAPALM l2cpd[3022]: Initializing PNAC state machines
Nov  7 11:23:23  vMX-NAPALM l2cpd[3022]: Initializing PNAC state machines complete
Nov  7 11:23:23  vMX-NAPALM l2cpd[3022]: Initialized 802.1X module and state machines
Nov  7 11:23:23  vMX-NAPALM l2cpd[3022]: Read ACCESS profile () config
Nov  7 11:23:23  vMX-NAPALM file[2924]: UI_LOAD_EVENT: User 'napalm' is performing a 'rollback'
Nov  7 11:23:43  vMX-NAPALM rpd[2521]: RPD_OSPF_LDP_SYNC: OSPF realm ospf-v2 interface ge-0/0/1.0 area 0.0.0.0 advertised with infinite metric for 180 seconds already due to loss of synchronization with LDP
Nov  7 11:23:45  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:23:45  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:24:22  vMX-NAPALM mgd[2908]: UI_DBASE_LOGIN_EVENT: User 'lab' entering configuration mode
Nov  7 11:24:41  vMX-NAPALM mgd[2908]: UI_COMMIT: User 'lab' requested 'commit' operation (comment: none)
Nov  7 11:24:41  vMX-NAPALM l2cpd[3135]: Initializing PNAC state machines
Nov  7 11:24:41  vMX-NAPALM l2cpd[3135]: Initializing PNAC state machines complete
Nov  7 11:24:41  vMX-NAPALM l2cpd[3135]: Initialized 802.1X module and state machines
Nov  7 11:24:41  vMX-NAPALM l2cpd[3135]: Read ACCESS profile () config
Nov  7 11:24:41  vMX-NAPALM ffp[3144]: "dynamic-profiles": No change to profiles
Nov  7 11:24:42  vMX-NAPALM l2cpd[2545]: Read ACCESS profile () config
Nov  7 11:24:42  vMX-NAPALM mib2d[2520]: MIB2D_LIMIT_EXCEEDED: pkg_info_scan: exceeded limit 69: no more room for new packages, skipped.
Nov  7 11:24:42  vMX-NAPALM last message repeated 3 times
Nov  7 11:24:42  vMX-NAPALM mgd[2908]: UI_COMMIT_COMPLETED: commit complete
Nov  7 11:24:43  vMX-NAPALM mgd[2908]: UI_DBASE_LOGOUT_EVENT: User 'lab' exiting configuration mode
Nov  7 11:24:55  vMX-NAPALM sshd[3153]: Accepted password for napalm from 192.168.223.1 port 60170 ssh2
Nov  7 11:24:55  vMX-NAPALM sshd[3153]: subsystem request for netconf by user napalm
Nov  7 11:24:55  vMX-NAPALM sshd[3153]: subsystem request for netconf failed, subsystem not found
Nov  7 11:24:56  vMX-NAPALM file[3155]: UI_COMMIT: User 'napalm' requested 'commit' operation (comment: none)
Nov  7 11:24:56  vMX-NAPALM l2cpd[3247]: Initializing PNAC state machines
Nov  7 11:24:56  vMX-NAPALM l2cpd[3247]: Initializing PNAC state machines complete
Nov  7 11:24:56  vMX-NAPALM l2cpd[3247]: Initialized 802.1X module and state machines
Nov  7 11:24:56  vMX-NAPALM l2cpd[3247]: Read ACCESS profile () config
Nov  7 11:24:56  vMX-NAPALM file[3155]: UI_LOAD_EVENT: User 'napalm' is performing a 'rollback'
Nov  7 11:26:13  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:26:13  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:27:08  vMX-NAPALM sshd[3275]: Accepted password for napalm from 192.168.223.1 port 60217 ssh2
Nov  7 11:27:08  vMX-NAPALM sshd[3275]: subsystem request for netconf by user napalm
Nov  7 11:27:08  vMX-NAPALM sshd[3275]: subsystem request for netconf failed, subsystem not found
Nov  7 11:27:08  vMX-NAPALM file[3277]: UI_COMMIT: User 'napalm' requested 'commit' operation (comment: none)
Nov  7 11:27:09  vMX-NAPALM l2cpd[3369]: Initializing PNAC state machines
Nov  7 11:27:09  vMX-NAPALM l2cpd[3369]: Initializing PNAC state machines complete
Nov  7 11:27:09  vMX-NAPALM l2cpd[3369]: Initialized 802.1X module and state machines
Nov  7 11:27:09  vMX-NAPALM l2cpd[3369]: Read ACCESS profile () config
Nov  7 11:27:09  vMX-NAPALM file[3277]: UI_LOAD_EVENT: User 'napalm' is performing a 'rollback'
Nov  7 11:27:43  vMX-NAPALM sshd[3384]: Accepted password for napalm from 192.168.223.1 port 60226 ssh2
Nov  7 11:27:43  vMX-NAPALM sshd[3384]: subsystem request for netconf by user napalm
Nov  7 11:27:43  vMX-NAPALM sshd[3384]: subsystem request for netconf failed, subsystem not found
Nov  7 11:27:44  vMX-NAPALM file[3386]: UI_COMMIT: User 'napalm' requested 'commit' operation (comment: none)
Nov  7 11:27:44  vMX-NAPALM l2cpd[3478]: Initializing PNAC state machines
Nov  7 11:27:44  vMX-NAPALM l2cpd[3478]: Initializing PNAC state machines complete
Nov  7 11:27:44  vMX-NAPALM l2cpd[3478]: Initialized 802.1X module and state machines
Nov  7 11:27:44  vMX-NAPALM l2cpd[3478]: Read ACCESS profile () config
Nov  7 11:27:44  vMX-NAPALM ffp[3487]: "dynamic-profiles": No change to profiles
Nov  7 11:27:45  vMX-NAPALM l2cpd[2545]: Read ACCESS profile () config
Nov  7 11:27:45  vMX-NAPALM mib2d[2520]: MIB2D_LIMIT_EXCEEDED: pkg_info_scan: exceeded limit 69: no more room for new packages, skipped.
Nov  7 11:27:45  vMX-NAPALM last message repeated 3 times
Nov  7 11:27:45  vMX-NAPALM file[3386]: UI_COMMIT_COMPLETED: commit complete
Nov  7 11:27:45  vMX-NAPALM file[3386]: UI_LOAD_EVENT: User 'napalm' is performing a 'rollback'
Nov  7 11:28:41  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:28:41  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:31:09  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:31:09  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:31:15  vMX-NAPALM sshd[3523]: Accepted password for napalm from 192.168.223.1 port 60289 ssh2
Nov  7 11:31:15  vMX-NAPALM sshd[3523]: subsystem request for netconf by user napalm
Nov  7 11:31:15  vMX-NAPALM sshd[3523]: subsystem request for netconf failed, subsystem not found
Nov  7 11:32:24  vMX-NAPALM sshd[3544]: Accepted password for napalm from 192.168.223.1 port 60311 ssh2
Nov  7 11:32:24  vMX-NAPALM sshd[3544]: subsystem request for netconf by user napalm
Nov  7 11:32:24  vMX-NAPALM sshd[3544]: subsystem request for netconf failed, subsystem not found
Nov  7 11:32:41  vMX-NAPALM file[3546]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3564, status 0: Message too long
Nov  7 11:33:37  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:33:37  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:36:05  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:36:05  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:38:33  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:38:33  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:41:01  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:41:01  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:43:29  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:43:29  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:43:30  vMX-NAPALM sshd[3640]: Accepted password for napalm from 192.168.223.1 port 60514 ssh2
Nov  7 11:43:30  vMX-NAPALM sshd[3640]: subsystem request for netconf by user napalm
Nov  7 11:43:30  vMX-NAPALM sshd[3640]: subsystem request for netconf failed, subsystem not found
Nov  7 11:43:30  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3644, status 0: Message too long
Nov  7 11:43:30  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3645, status 0: Message too long
Nov  7 11:43:30  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3646, status 0: Bad file descriptor
Nov  7 11:43:31  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3647, status 0: Bad file descriptor
Nov  7 11:43:31  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3648, status 0: Bad file descriptor
Nov  7 11:43:31  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3649, status 0: Unknown error: 0
Nov  7 11:43:31  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3650, status 0: Invalid argument
Nov  7 11:43:31  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3651, status 0: Invalid argument
Nov  7 11:43:31  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3654, status 0: Invalid argument
Nov  7 11:43:32  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3655, status 0: Bad file descriptor
Nov  7 11:43:32  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3656, status 0: Bad file descriptor
Nov  7 11:43:32  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3657, status 0: Bad file descriptor
Nov  7 11:43:32  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3659, status 0: Bad file descriptor
Nov  7 11:43:32  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3660, status 0: Bad file descriptor
Nov  7 11:43:32  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3663, status 0: Bad file descriptor
Nov  7 11:43:33  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3664, status 0: Bad file descriptor
Nov  7 11:43:33  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3666, status 0: Bad file descriptor
Nov  7 11:43:33  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3667, status 0: Bad file descriptor
Nov  7 11:43:33  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3669, status 0: Bad file descriptor
Nov  7 11:43:33  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3670, status 0: No such file or directory
Nov  7 11:43:33  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3672, status 0: No such file or directory
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3673, status 0: Bad file descriptor
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3674, status 0: Unknown error: 0
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3675, status 0: Bad file descriptor
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3676, status 0: Bad file descriptor
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3677, status 0: Bad file descriptor
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3678, status 0: Unknown error: 0
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3679, status 0: Unknown error: 0
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3682, status 0: Invalid argument
Nov  7 11:43:34  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3683, status 0: Invalid argument
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3685, status 0: Invalid argument
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3686, status 0: No such file or directory
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3687, status 0: Unknown error: 0
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3688, status 0: Unknown error: 0
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3690, status 0: Unknown error: 0
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3691, status 0: Unknown error: 0
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3693, status 0: Invalid argument
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3694, status 0: Bad file descriptor
Nov  7 11:43:35  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3695, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3696, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3697, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3698, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3699, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3700, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3701, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3702, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3703, status 0: Bad file descriptor
Nov  7 11:43:36  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3704, status 0: Bad file descriptor
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3705, status 0: Bad file descriptor
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3706, status 0: Bad file descriptor
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3707, status 0: Bad file descriptor
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3708, status 0: Bad file descriptor
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3709, status 0: Unknown error: 0
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3710, status 0: Bad file descriptor
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3711, status 0: Bad file descriptor
Nov  7 11:43:37  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3712, status 0: Bad file descriptor
Nov  7 11:43:38  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3713, status 0: Bad file descriptor
Nov  7 11:43:38  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3714, status 0: Bad file descriptor
Nov  7 11:43:38  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3715, status 0: Bad file descriptor
Nov  7 11:43:38  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3716, status 0: Bad file descriptor
Nov  7 11:43:38  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3718, status 0: Unknown error: 0
Nov  7 11:43:38  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3719, status 0: Unknown error: 0
Nov  7 11:43:38  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3721, status 0: Unknown error: 0
Nov  7 11:43:39  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3722, status 0: Unknown error: 0
Nov  7 11:43:39  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3724, status 0: Invalid argument
Nov  7 11:43:39  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3725, status 0: No such file or directory
Nov  7 11:43:39  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3726, status 0: No such file or directory
Nov  7 11:43:39  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3727, status 0: Unknown error: 0
Nov  7 11:43:39  vMX-NAPALM file[3642]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3728, status 0: Invalid argument
Nov  7 11:45:57  vMX-NAPALM rpd[2521]: BGP_CONNECT_FAILED: bgp_connect_start: connect 10.0.0.1 (Internal AS 1): No route to host
Nov  7 11:45:57  vMX-NAPALM rpd[2521]: : No route to host
Nov  7 11:47:39  vMX-NAPALM pfed: downward spike received from pfe for ibytes_reply:214 ibytes_record:137351 for ifl:333 loc_id:100000002000
Nov  7 11:47:46  vMX-NAPALM sshd[3761]: Accepted password for napalm from 192.168.223.1 port 60595 ssh2
Nov  7 11:47:46  vMX-NAPALM sshd[3761]: subsystem request for netconf by user napalm
Nov  7 11:47:46  vMX-NAPALM sshd[3761]: subsystem request for netconf failed, subsystem not found
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3765, status 0: Message too long
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3766, status 0: Message too long
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3767, status 0: Bad file descriptor
Nov  7 11:47:47  vMX-NAPALM file[3763]: UI_CHILD_WAITPID: waitpid failed: PID 0, rc 3768, status 0: Bad file descriptor
